;winner
EUW1_5752100094;red
EUW1_5752102942;red
EUW1_5752107752;blue
EUW1_5752124442;red
EUW1_5752128582;red
EUW1_5752133657;blue
EUW1_5752134489;red
EUW1_5752146729;blue
EUW1_5752153141;blue
EUW1_5752153723;blue
EUW1_5752159535;red
EUW1_5752176676;red
EUW1_5752178987;blue
EUW1_5752191302;blue
EUW1_5752200471;red
EUW1_5752213971;blue
EUW1_5752230641;blue
EUW1_5752232856;blue
EUW1_5752236282;blue
EUW1_5752237848;blue
EUW1_5752242838;red
EUW1_5752251652;blue
EUW1_5752253751;blue
EUW1_5752256378;blue
EUW1_5752264870;red
EUW1_5752271005;blue
EUW1_5752272831;blue
EUW1_5752273090;blue
EUW1_5752273857;red
EUW1_5752289331;blue
EUW1_5752290945;red
EUW1_5752298160;blue
EUW1_5752299284;blue
EUW1_5752314184;red
EUW1_5752319692;red
EUW1_5752329394;blue
EUW1_5752336244;red
EUW1_5752345098;red
EUW1_5752352291;red
EUW1_5752369498;red
EUW1_5752374388;red
EUW1_5752395299;blue
EUW1_5752398313;red
EUW1_5752399283;red
EUW1_5752403301;red
EUW1_5752405983;red
EUW1_5752407604;red
EUW1_5752423053;blue
EUW1_5752423266;blue
EUW1_5752429009;red
EUW1_5752451985;blue
EUW1_5752457273;blue
EUW1_5752464734;blue
EUW1_5752471668;red
EUW1_5752475453;blue
EUW1_5752475812;red
EUW1_5752481278;red
EUW1_5752484651;blue
EUW1_5752500364;blue
EUW1_5752507046;red
EUW1_5752507308;red
EUW1_5752515281;blue
EUW1_5752516868;red
EUW1_5752522407;blue
EUW1_5752528017;red
EUW1_5752546953;blue
EUW1_5752548376;red
EUW1_5752560532;red
EUW1_5752566290;red
EUW1_5752582895;red
EUW1_5752583261;blue
EUW1_5752588907;blue
EUW1_5752589236;red
EUW1_5752606449;red
EUW1_5752621025;blue
EUW1_5752622960;blue
EUW1_5752628724;blue
EUW1_5752629298;blue
EUW1_5752629452;blue
EUW1_5752631846;red
EUW1_5752634352;red
EUW1_5752637801;blue
EUW1_5752644197;blue
EUW1_5752651452;blue
EUW1_5752657105;blue
EUW1_5752658611;blue
EUW1_5752677504;red
EUW1_5752699574;blue
EUW1_5752705773;red
EUW1_5752709643;red
EUW1_5752712339;blue
EUW1_5752713298;red
EUW1_5752716854;blue
EUW1_5752718405;red
EUW1_5752722293;blue
EUW1_5752726343;red
EUW1_5752733627;blue
EUW1_5752739383;red
EUW1_5752744624;red
EUW1_5752747268;blue
EUW1_5752769915;blue
EUW1_5752784194;blue
EUW1_5752785810;red
EUW1_5752790424;blue
EUW1_5752797687;blue
EUW1_5752803869;red
EUW1_5752809141;red
EUW1_5752815406;blue
EUW1_5752824891;red
EUW1_5752832971;blue
EUW1_5752838114;blue
EUW1_5752838448;red
EUW1_5752850602;red
EUW1_5752859663;blue
EUW1_5752863551;red
EUW1_5752863904;red
EUW1_5752883164;blue
EUW1_5752894027;blue
EUW1_5752900703;red
EUW1_5752902353;red
EUW1_5752906485;red
EUW1_5752907975;blue
EUW1_5752914603;blue
EUW1_5752918356;red
EUW1_5752923490;blue
EUW1_5752925364;blue
EUW1_5752928300;red
EUW1_5752931714;red
EUW1_5752932457;red
EUW1_5752933019;blue
EUW1_5752944684;red
EUW1_5752956105;red
EUW1_5752957448;blue
EUW1_5752958677;blue
EUW1_5752960116;red
EUW1_5752965930;red
EUW1_5752972697;blue
EUW1_5752973923;red
EUW1_5753075703;blue
EUW1_5753083650;red
EUW1_5753086107;blue
EUW1_5753087075;red
EUW1_5753091961;red
EUW1_5753093219;red
EUW1_5753100214;blue
EUW1_5753100408;red
EUW1_5753121950;red
EUW1_5753124941;red
EUW1_5753133816;red
EUW1_5753134130;blue
EUW1_5753146317;red
EUW1_5753146927;red
EUW1_5753170355;blue
EUW1_5753177064;red
EUW1_5753273873;blue
EUW1_5753280709;blue
EUW1_5753287996;blue
EUW1_5753288379;red
EUW1_5753311787;blue
EUW1_5753332048;red
EUW1_5753363409;red
EUW1_5753365630;blue
EUW1_5753388122;red
EUW1_5753393936;red
EUW1_5753399524;red
EUW1_5753478283;blue
EUW1_5753484629;blue
EUW1_5753486518;blue
EUW1_5753490928;blue
EUW1_5753528252;blue
EUW1_5753562510;blue
EUW1_5753616336;red
EUW1_5753627356;red
EUW1_5753628536;red
EUW1_5753630391;blue
EUW1_5753632256;red
EUW1_5753649427;blue
EUW1_5753652180;red
EUW1_5753663733;blue
EUW1_5753668616;red
EUW1_5753673055;blue
EUW1_5753678410;red
EUW1_5753687149;blue
EUW1_5753695451;red
EUW1_5753700420;blue
EUW1_5753702362;blue
EUW1_5753705213;blue
EUW1_5753733162;blue
EUW1_5753745338;red
EUW1_5753746900;red
EUW1_5753757391;blue
EUW1_5753758118;red
EUW1_5753762322;red
EUW1_5753762983;blue
EUW1_5753769180;blue
EUW1_5753776248;red
EUW1_5753777146;blue
EUW1_5753777822;red
EUW1_5753779156;red
EUW1_5753781630;blue
EUW1_5753785178;blue
EUW1_5753789626;blue
EUW1_5753790857;blue
EUW1_5753798163;blue
EUW1_5753798607;red
EUW1_5753801771;red
EUW1_5753802042;blue
EUW1_5753804767;blue
EUW1_5753807369;red
EUW1_5753819233;red
EUW1_5753821227;red
EUW1_5753824178;red
EUW1_5753833661;red
EUW1_5753838283;red
EUW1_5753841399;red
EUW1_5753842445;blue
EUW1_5753846516;blue
EUW1_5753851876;blue
EUW1_5753852157;blue
EUW1_5753853428;red
EUW1_5753856044;red
EUW1_5753871246;red
EUW1_5753878213;red
EUW1_5753884105;red
EUW1_5753887916;red
EUW1_5753892521;red
EUW1_5753894681;red
EUW1_5753895887;red
EUW1_5753900738;red
EUW1_5753901502;blue
EUW1_5753903126;blue
EUW1_5753904638;red
EUW1_5753906127;red
EUW1_5753908534;blue
EUW1_5753909160;blue
EUW1_5753910470;blue
EUW1_5753919422;blue
EUW1_5753925371;blue
EUW1_5753925674;blue
EUW1_5753926639;blue
EUW1_5753932034;blue
EUW1_5753938855;red
EUW1_5753945205;red
EUW1_5753952274;blue
EUW1_5753955771;blue
EUW1_5753966876;blue
EUW1_5753987194;blue
EUW1_5753992887;red
EUW1_5753993221;blue
EUW1_5753994428;blue
EUW1_5753996670;red
EUW1_5753998118;red
EUW1_5753999716;red
EUW1_5754001639;red
EUW1_5754025656;red
EUW1_5754038852;blue
EUW1_5754040149;red
EUW1_5754040466;red
EUW1_5754041388;red
EUW1_5754043672;red
EUW1_5754057006;blue
EUW1_5754063057;blue
EUW1_5754069406;blue
EUW1_5754070934;red
EUW1_5754075430;blue
EUW1_5754082019;red
EUW1_5754082389;red
EUW1_5754096395;red
EUW1_5754112845;red
EUW1_5754113477;blue
EUW1_5754114875;red
EUW1_5754125639;blue
EUW1_5754128350;red
EUW1_5754131746;red
EUW1_5754133698;blue
EUW1_5754135855;red
EUW1_5754144597;red
EUW1_5754150349;blue
EUW1_5754151292;blue
EUW1_5754153664;red
EUW1_5754158468;blue
EUW1_5754158716;red
EUW1_5754180557;red
EUW1_5754182151;blue
EUW1_5754186835;blue
EUW1_5754194648;red
EUW1_5754195053;blue
EUW1_5754205384;red
EUW1_5754220221;blue
EUW1_5754223205;red
EUW1_5754224215;blue
EUW1_5754228692;red
EUW1_5754230477;red
EUW1_5754231084;blue
EUW1_5754244093;red
EUW1_5754247414;blue
EUW1_5754254978;red
EUW1_5754276872;red
EUW1_5754286301;red
EUW1_5754288227;red
EUW1_5754292224;red
EUW1_5754298333;blue
EUW1_5754302333;red
EUW1_5754310473;blue
EUW1_5754315242;blue
EUW1_5754325308;red
EUW1_5754333533;blue
EUW1_5754336532;red
EUW1_5754337049;red
EUW1_5754346086;blue
EUW1_5754355960;red
EUW1_5754360168;blue
EUW1_5754379532;red
EUW1_5754380576;blue
EUW1_5754380864;blue
EUW1_5754386061;red
EUW1_5754398176;blue
EUW1_5754400645;red
EUW1_5754403543;blue
EUW1_5754409438;red
EUW1_5754417586;red
EUW1_5754421366;blue
EUW1_5754422499;red
EUW1_5754440111;red
EUW1_5754457329;blue
EUW1_5754458623;blue
EUW1_5754470155;red
EUW1_5754474628;blue
EUW1_5754475038;red
EUW1_5754493630;red
EUW1_5754501965;blue
EUW1_5754507657;red
EUW1_5754508704;blue
EUW1_5754515811;red
EUW1_5754527757;blue
EUW1_5754529451;blue
EUW1_5754554637;red
EUW1_5754569082;blue
EUW1_5754574620;red
EUW1_5754578064;blue
EUW1_5754581382;blue
EUW1_5754587953;blue
EUW1_5754592808;red
EUW1_5754594762;red
EUW1_5754597723;red
EUW1_5754598941;red
EUW1_5754600622;blue
EUW1_5754614590;blue
EUW1_5754616792;red
EUW1_5754632521;red
EUW1_5754634087;red
EUW1_5754638687;red
EUW1_5754647417;red
EUW1_5754652718;red
EUW1_5754658453;red
EUW1_5754662063;red
EUW1_5754667050;blue
EUW1_5754671438;red
EUW1_5754672967;red
EUW1_5754688167;red
EUW1_5754689448;blue
EUW1_5754697994;blue
EUW1_5754698273;red
EUW1_5754698926;blue
EUW1_5754712784;red
EUW1_5754714229;red
EUW1_5754720025;red
EUW1_5754723509;red
EUW1_5754724753;red
EUW1_5754733684;red
EUW1_5754733910;blue
EUW1_5754735411;blue
EUW1_5754745200;red
EUW1_5754750369;red
EUW1_5754763486;red
EUW1_5754770544;red
EUW1_5754775450;red
EUW1_5754778125;red
EUW1_5754778289;red
EUW1_5754784783;red
EUW1_5754791265;blue
EUW1_5754794321;blue
EUW1_5754804203;blue
EUW1_5754806402;red
EUW1_5754813100;blue
EUW1_5754831673;blue
EUW1_5754836817;blue
EUW1_5754844808;red
EUW1_5754847374;blue
EUW1_5754850949;red
EUW1_5754851302;red
EUW1_5754854128;red
EUW1_5754854498;red
EUW1_5754860505;blue
EUW1_5754861330;red
EUW1_5754864853;blue
EUW1_5754878257;red
EUW1_5754887277;red
EUW1_5754887457;red
EUW1_5754889723;red
EUW1_5754895305;blue
EUW1_5754896511;blue
EUW1_5754897350;blue
EUW1_5754898145;red
EUW1_5754908732;blue
EUW1_5754911544;red
EUW1_5754924370;blue
EUW1_5754932387;blue
EUW1_5754946244;blue
EUW1_5754947289;red
EUW1_5754953163;blue
EUW1_5754954702;blue
EUW1_5754956125;blue
EUW1_5754967533;red
EUW1_5754970019;blue
EUW1_5754974758;blue
EUW1_5754982377;red
EUW1_5754993484;blue
EUW1_5754998726;red
EUW1_5755000993;red
EUW1_5755001809;blue
EUW1_5755003125;red
EUW1_5755005410;blue
EUW1_5755005750;blue
EUW1_5755007584;red
EUW1_5755009629;blue
EUW1_5755032282;blue
EUW1_5755037385;blue
EUW1_5755038501;red
EUW1_5755047482;red
EUW1_5755053305;blue
EUW1_5755059548;red
EUW1_5755060486;blue
EUW1_5755064570;blue
EUW1_5755067178;red
EUW1_5755068857;blue
EUW1_5755070749;red
EUW1_5755073040;red
EUW1_5755073304;blue
EUW1_5755083029;blue
EUW1_5755089472;red
EUW1_5755105110;blue
EUW1_5755111622;blue
EUW1_5755124795;red
EUW1_5755130586;red
EUW1_5755132369;red
EUW1_5755134604;blue
EUW1_5755137070;red
EUW1_5755142093;red
EUW1_5755153920;red
EUW1_5755159832;blue
EUW1_5755189768;red
EUW1_5755197367;blue
EUW1_5755211943;blue
EUW1_5755213747;blue
EUW1_5755219903;red
EUW1_5755220521;red
EUW1_5755222843;red
EUW1_5755233003;red
EUW1_5755235812;red
EUW1_5755236208;red
EUW1_5755243233;blue
EUW1_5755245507;blue
EUW1_5755250517;red
EUW1_5755255886;blue
EUW1_5755257031;blue
EUW1_5755260037;blue
EUW1_5755264099;red
EUW1_5755267077;blue
EUW1_5755268598;red
EUW1_5755272707;blue
EUW1_5755288522;red
EUW1_5755290927;blue
EUW1_5755297480;red
EUW1_5755300160;red
EUW1_5755302785;red
EUW1_5755315006;blue
EUW1_5755316162;red
EUW1_5755323629;red
EUW1_5755325064;red
EUW1_5755326143;red
EUW1_5755327784;blue
EUW1_5755331468;blue
EUW1_5755333328;red
EUW1_5755337699;red
EUW1_5755342379;blue
EUW1_5755342562;red
EUW1_5755346032;red
EUW1_5755354833;blue
EUW1_5755355719;red
EUW1_5755356783;red
EUW1_5755364322;red
EUW1_5755364563;blue
EUW1_5755366341;blue
EUW1_5755367768;blue
EUW1_5755370428;red
EUW1_5755374630;blue
EUW1_5755375539;blue
EUW1_5755379004;blue
EUW1_5755381798;red
EUW1_5755387551;blue
EUW1_5755388404;blue
EUW1_5755389214;red
EUW1_5755391504;blue
EUW1_5755392170;red
EUW1_5755392391;red
EUW1_5755394131;red
EUW1_5755403255;blue
EUW1_5755407900;blue
EUW1_5755408521;red
EUW1_5755426029;red
EUW1_5755431324;red
EUW1_5755432630;red
EUW1_5755439560;blue
EUW1_5755443979;red
EUW1_5755445835;blue
EUW1_5755459182;red
EUW1_5755459529;red
EUW1_5755463779;blue
EUW1_5755465194;red
EUW1_5755467066;blue
EUW1_5755479645;blue
EUW1_5755487986;blue
EUW1_5755490274;red
EUW1_5755492747;blue
EUW1_5755493087;blue
EUW1_5755493740;blue
EUW1_5755496766;red
EUW1_5755499389;blue
EUW1_5755501049;blue
EUW1_5755503175;red
EUW1_5755505110;blue
EUW1_5755509333;red
EUW1_5755511281;red
EUW1_5755512102;red
EUW1_5755519839;red
EUW1_5755520739;red
EUW1_5755525490;red
EUW1_5755542079;blue
EUW1_5755546657;blue
EUW1_5755546824;red
EUW1_5755558846;red
EUW1_5755569150;red
EUW1_5755572399;red
EUW1_5755575979;red
EUW1_5755577746;red
EUW1_5755594654;red
EUW1_5755596458;red
EUW1_5755597449;blue
EUW1_5755598963;blue
EUW1_5755602432;red
EUW1_5755602719;blue
EUW1_5755602960;blue
EUW1_5755605812;red
EUW1_5755612877;blue
EUW1_5755613689;red
EUW1_5755613999;red
EUW1_5755617823;red
EUW1_5755625160;blue
EUW1_5755635559;red
EUW1_5755636078;red
EUW1_5755638389;blue
EUW1_5755639298;red
EUW1_5755643700;red
EUW1_5755650310;red
EUW1_5755651354;blue
EUW1_5755658379;red
EUW1_5755659518;blue
EUW1_5755661348;red
EUW1_5755665956;red
EUW1_5755666491;red
EUW1_5755666727;red
EUW1_5755671128;blue
EUW1_5755672691;blue
EUW1_5755673037;blue
EUW1_5755675266;red
EUW1_5755676683;blue
EUW1_5755681098;red
EUW1_5755684089;red
EUW1_5755685939;red
EUW1_5755686147;red
EUW1_5755687583;blue
EUW1_5755701318;blue
EUW1_5755708431;blue
EUW1_5755717021;blue
EUW1_5755729321;blue
EUW1_5755730732;red
EUW1_5755732321;red
EUW1_5755748815;red
EUW1_5755749362;red
EUW1_5755750826;red
EUW1_5755755596;blue
EUW1_5755757450;red
EUW1_5755764590;blue
EUW1_5755773604;blue
EUW1_5755777427;red
EUW1_5755780660;blue
EUW1_5755788090;blue
EUW1_5755798068;blue
EUW1_5755799599;blue
EUW1_5755801351;red
EUW1_5755808476;red
EUW1_5755808773;blue
EUW1_5755811064;blue
EUW1_5755811332;blue
EUW1_5755817039;red
EUW1_5755821301;red
EUW1_5755821308;blue
EUW1_5755829866;blue
EUW1_5755830411;red
EUW1_5755830766;blue
EUW1_5755832361;blue
EUW1_5755834816;blue
EUW1_5755837707;blue
EUW1_5755839699;red
EUW1_5755860359;blue
EUW1_5755866106;red
EUW1_5755880421;blue
EUW1_5755882846;blue
EUW1_5755888937;blue
EUW1_5755901971;blue
EUW1_5755904858;blue
EUW1_5755906125;blue
EUW1_5755922197;red
EUW1_5755922269;red
EUW1_5755924203;red
EUW1_5755924278;blue
EUW1_5755933542;blue
EUW1_5755937785;blue
EUW1_5755939511;blue
EUW1_5755942480;red
EUW1_5755958285;blue
EUW1_5755966553;red
EUW1_5755973852;red
EUW1_5755979690;red
EUW1_5755980690;red
EUW1_5755982831;red
EUW1_5755984983;red
EUW1_5755990215;red
EUW1_5755990809;blue
EUW1_5755996381;red
EUW1_5756012136;red
EUW1_5756016323;red
EUW1_5756021220;red
EUW1_5756029782;red
EUW1_5756094745;blue
EUW1_5756101937;blue
EUW1_5756108225;blue
EUW1_5756109391;blue
EUW1_5756119548;blue
EUW1_5756123724;red
EUW1_5756131698;red
EUW1_5756131954;red
EUW1_5756152196;blue
EUW1_5756155084;red
EUW1_5756160476;blue
EUW1_5756161377;blue
EUW1_5756166596;red
EUW1_5756168989;blue
EUW1_5756173612;blue
EUW1_5756174891;blue
EUW1_5756189486;red
EUW1_5756189619;blue
EUW1_5756189766;blue
EUW1_5756214274;blue
EUW1_5756216292;blue
EUW1_5756217868;red
EUW1_5756218867;blue
EUW1_5756219345;blue
EUW1_5756300150;red
EUW1_5756305507;blue
EUW1_5756305796;blue
EUW1_5756308642;blue
EUW1_5756312218;blue
EUW1_5756330811;red
EUW1_5756337827;red
EUW1_5756349724;red
EUW1_5756365229;red
EUW1_5756368460;red
EUW1_5756381686;blue
EUW1_5756382864;blue
EUW1_5756392534;blue
EUW1_5756394989;blue
EUW1_5756396868;red
EUW1_5756404607;red
EUW1_5756482278;blue
EUW1_5756503034;blue
EUW1_5756508360;red
EUW1_5756527130;red
EUW1_5756530099;blue
EUW1_5756530956;blue
EUW1_5756538928;red
EUW1_5756539608;blue
EUW1_5756543558;blue
EUW1_5756566279;blue
EUW1_5756574096;blue
EUW1_5756575045;red
EUW1_5756576006;red
EUW1_5756592084;red
EUW1_5756592421;blue
EUW1_5756599905;blue
EUW1_5756602375;red
EUW1_5756605615;red
EUW1_5756606249;blue
EUW1_5756607820;blue
EUW1_5756670825;red
EUW1_5756679868;blue
EUW1_5756696641;red
EUW1_5756702884;blue
EUW1_5756703398;red
EUW1_5756706962;red
EUW1_5756721894;blue
EUW1_5756724183;blue
EUW1_5756725640;red
EUW1_5756727256;red
EUW1_5756727362;red
EUW1_5756729169;blue
EUW1_5756735755;blue
EUW1_5756740453;blue
EUW1_5756740556;red
EUW1_5756743687;blue
EUW1_5756747159;blue
EUW1_5756757238;red
EUW1_5756757965;blue
EUW1_5756761447;red
EUW1_5756762853;red
EUW1_5756773905;blue
EUW1_5756790863;red
EUW1_5756807456;blue
EUW1_5756829030;red
EUW1_5756847396;red
EUW1_5756850982;red
EUW1_5756854489;blue
EUW1_5756855413;red
EUW1_5756857946;blue
EUW1_5756860665;blue
EUW1_5756861740;blue
EUW1_5756865771;blue
EUW1_5756868473;blue
EUW1_5756869182;red
EUW1_5756870857;red
EUW1_5756871180;blue
EUW1_5756872649;blue
EUW1_5756873485;red
EUW1_5756880840;blue
EUW1_5756881259;red
EUW1_5756882838;blue
EUW1_5756883831;red
EUW1_5756888058;red
EUW1_5756890426;blue
EUW1_5756891967;red
EUW1_5756893733;blue
EUW1_5756908323;red
EUW1_5756910626;red
EUW1_5756915982;red
EUW1_5756924154;blue
EUW1_5756924517;blue
EUW1_5756924887;red
EUW1_5756938638;red
EUW1_5756955517;blue
EUW1_5756956871;red
EUW1_5756958974;red
EUW1_5756959314;red
EUW1_5756961405;red
EUW1_5756981909;blue
EUW1_5756983745;blue
EUW1_5756985618;red
EUW1_5756998586;blue
EUW1_5757001370;blue
EUW1_5757002690;blue
EUW1_5757012028;red
EUW1_5757015196;blue
EUW1_5757023127;blue
EUW1_5757039998;red
EUW1_5757040297;blue
EUW1_5757040398;blue
EUW1_5757042759;red
EUW1_5757046160;red
EUW1_5757053648;red
EUW1_5757054971;red
EUW1_5757056330;blue
EUW1_5757060554;blue
EUW1_5757063731;red
EUW1_5757068817;red
EUW1_5757074724;red
EUW1_5757075105;blue
EUW1_5757076246;blue
EUW1_5757086447;blue
EUW1_5757087050;red
EUW1_5757087282;red
EUW1_5757087962;red
EUW1_5757088273;blue
EUW1_5757090360;red
EUW1_5757092716;blue
EUW1_5757093703;red
EUW1_5757093955;blue
EUW1_5757094797;blue
EUW1_5757099400;red
EUW1_5757100270;red
EUW1_5757102417;red
EUW1_5757107358;red
EUW1_5757107448;blue
EUW1_5757116552;blue
EUW1_5757117991;blue
EUW1_5757118530;red
EUW1_5757123785;red
EUW1_5757128102;blue
EUW1_5757131424;red
EUW1_5757134677;blue
EUW1_5757137292;blue
EUW1_5757139447;blue
EUW1_5757139612;blue
EUW1_5757139833;blue
EUW1_5757143802;blue
EUW1_5757147280;red
EUW1_5757150171;blue
EUW1_5757151738;blue
EUW1_5757154256;blue
EUW1_5757155425;blue
EUW1_5757156105;red
EUW1_5757168037;blue
EUW1_5757170241;red
EUW1_5757172589;blue
EUW1_5757177304;red
EUW1_5757178209;blue
EUW1_5757180010;blue
EUW1_5757180951;red
EUW1_5757181173;blue
EUW1_5757182756;red
EUW1_5757184004;red
EUW1_5757184513;red
EUW1_5757190702;red
EUW1_5757193792;blue
EUW1_5757194599;blue
EUW1_5757205151;red
EUW1_5757205255;blue
EUW1_5757206232;red
EUW1_5757208550;blue
EUW1_5757210964;red
EUW1_5757211612;blue
EUW1_5757216987;blue
EUW1_5757218030;red
EUW1_5757219868;blue
EUW1_5757232879;blue
EUW1_5757235170;blue
EUW1_5757235464;red
EUW1_5757241433;blue
EUW1_5757244698;red
EUW1_5757250012;red
EUW1_5757251504;red
EUW1_5757253421;red
EUW1_5757257611;blue
EUW1_5757258140;red
EUW1_5757258376;blue
EUW1_5757258763;red
EUW1_5757264201;blue
EUW1_5757266804;blue
EUW1_5757268995;red
EUW1_5757272072;red
EUW1_5757284843;blue
EUW1_5757287151;red
EUW1_5757288309;red
EUW1_5757291562;red
EUW1_5757303285;blue
EUW1_5757305316;red
EUW1_5757306761;red
EUW1_5757323196;blue
EUW1_5757323966;blue
EUW1_5757328376;blue
EUW1_5757330166;red
EUW1_5757333576;red
EUW1_5757338201;red
EUW1_5757338871;red
EUW1_5757341252;red
EUW1_5757343628;red
EUW1_5757343724;red
EUW1_5757345350;blue
EUW1_5757348061;red
EUW1_5757348751;red
EUW1_5757352541;red
EUW1_5757356564;red
EUW1_5757358127;blue
EUW1_5757364752;red
EUW1_5757370820;red
EUW1_5757373924;blue
EUW1_5757378819;blue
EUW1_5757382142;red
EUW1_5757387072;blue
EUW1_5757389181;red
EUW1_5757391210;blue
EUW1_5757393930;blue
EUW1_5757394789;blue
EUW1_5757396924;red
EUW1_5757401303;red
EUW1_5757403498;blue
EUW1_5757407131;blue
EUW1_5757409339;red
EUW1_5757415745;red
EUW1_5757420096;blue
EUW1_5757421582;red
EUW1_5757424299;red
EUW1_5757424402;blue
EUW1_5757441272;blue
EUW1_5757445346;blue
EUW1_5757454380;blue
EUW1_5757455100;blue
EUW1_5757460056;red
EUW1_5757472243;red
EUW1_5757474490;blue
EUW1_5757476983;red
EUW1_5757477981;red
EUW1_5757479044;blue
EUW1_5757488675;red
EUW1_5757494868;red
EUW1_5757498077;red
EUW1_5757501671;red
EUW1_5757508357;red
EUW1_5757512110;red
EUW1_5757520469;blue
EUW1_5757522858;blue
EUW1_5757525916;red
EUW1_5757541245;red
EUW1_5757542628;blue
EUW1_5757543949;red
EUW1_5757547068;blue
EUW1_5757549136;blue
EUW1_5757554285;blue
EUW1_5757554797;blue
EUW1_5757558252;blue
EUW1_5757562087;blue
EUW1_5757564702;red
EUW1_5757568716;red
EUW1_5757569807;blue
EUW1_5757574533;blue
EUW1_5757575435;red
EUW1_5757584596;blue
EUW1_5757586777;red
EUW1_5757589926;blue
EUW1_5757591407;red
EUW1_5757597391;red
EUW1_5757602583;blue
EUW1_5757605703;blue
EUW1_5757609838;blue
EUW1_5757610044;red
EUW1_5757611302;red
EUW1_5757611477;red
EUW1_5757615281;red
EUW1_5757622857;red
EUW1_5757646354;blue
EUW1_5757647134;blue
EUW1_5757647678;red
EUW1_5757658196;blue
EUW1_5757660649;red
EUW1_5757666185;blue
EUW1_5757671170;blue
EUW1_5757672392;red
EUW1_5757672531;red
EUW1_5757673251;blue
EUW1_5757673684;red
EUW1_5757675095;blue
EUW1_5757684535;red
EUW1_5757685404;red
EUW1_5757697235;red
EUW1_5757699086;blue
EUW1_5757699252;red
EUW1_5757711306;blue
EUW1_5757712814;red
EUW1_5757715167;red
EUW1_5757726454;red
EUW1_5757729241;blue
EUW1_5757737665;red
EUW1_5757741020;red
EUW1_5757741382;blue
EUW1_5757742854;blue
EUW1_5757755832;blue
EUW1_5757755949;red
EUW1_5757756300;red
EUW1_5757760901;red
EUW1_5757768352;blue
EUW1_5757771436;red
EUW1_5757774503;red
EUW1_5757782443;red
EUW1_5757786124;red
EUW1_5757787393;blue
EUW1_5757788183;red
EUW1_5757794567;red
EUW1_5757796505;red
EUW1_5757807417;red
EUW1_5757810156;blue
EUW1_5757813744;blue
EUW1_5757820811;red
EUW1_5757823677;red
EUW1_5757826269;red
EUW1_5757831218;blue
EUW1_5757831967;red
EUW1_5757838087;blue
EUW1_5757839469;blue
EUW1_5757841425;blue
EUW1_5757847990;blue
EUW1_5757855561;blue
EUW1_5757859414;blue
EUW1_5757860278;red
EUW1_5757863116;red
EUW1_5757868781;red
EUW1_5757869704;red
EUW1_5757874052;red
EUW1_5757879897;blue
EUW1_5757881378;red
EUW1_5757882222;red
EUW1_5757882792;red
EUW1_5757895467;blue
EUW1_5757896811;blue
EUW1_5757900611;blue
EUW1_5757900648;red
EUW1_5757908845;blue
EUW1_5757909653;blue
EUW1_5757914101;red
EUW1_5757915423;red
EUW1_5757921357;red
EUW1_5757931156;blue
EUW1_5757931428;red
EUW1_5757935262;blue
EUW1_5757935311;blue
EUW1_5757939054;red
EUW1_5757945244;blue
EUW1_5757945792;red
EUW1_5757952332;red
EUW1_5757953623;blue
EUW1_5757956345;red
EUW1_5757965801;blue
EUW1_5757966112;red
EUW1_5757966963;red
EUW1_5757978414;blue
EUW1_5757980420;blue
EUW1_5757988974;blue
EUW1_5757989469;blue
EUW1_5757997824;blue
EUW1_5757999493;red
EUW1_5758008873;blue
EUW1_5758012689;red
EUW1_5758016568;blue
EUW1_5758020929;blue
EUW1_5758021186;blue
EUW1_5758030265;blue
EUW1_5758033703;blue
EUW1_5758035524;blue
EUW1_5758036036;blue
EUW1_5758042621;red
EUW1_5758042737;red
EUW1_5758045877;red
EUW1_5758046050;blue
EUW1_5758052597;red
EUW1_5758054080;blue
EUW1_5758065285;red
EUW1_5758066963;red
EUW1_5758078294;red
EUW1_5758078650;red
EUW1_5758080601;blue
EUW1_5758082127;red
EUW1_5758083629;blue
EUW1_5758085890;red
EUW1_5758087350;red
EUW1_5758091682;red
EUW1_5758092260;blue
EUW1_5758093571;red
EUW1_5758097932;red
EUW1_5758100963;red
EUW1_5758101606;blue
EUW1_5758102318;blue
EUW1_5758103003;blue
EUW1_5758103371;red
EUW1_5758105650;blue
EUW1_5758106125;blue
EUW1_5758106129;blue
EUW1_5758109587;blue
EUW1_5758114177;red
EUW1_5758114811;red
EUW1_5758130654;red
EUW1_5758134395;red
EUW1_5758135653;red
EUW1_5758138315;blue
EUW1_5758140064;red
EUW1_5758140165;blue
EUW1_5758148552;red
EUW1_5758152090;blue
EUW1_5758155222;blue
EUW1_5758156213;red
EUW1_5758157941;red
EUW1_5758167806;red
EUW1_5758169368;red
EUW1_5758169534;red
EUW1_5758176920;red
EUW1_5758177256;blue
EUW1_5758183147;blue
EUW1_5758189229;red
EUW1_5758191259;blue
EUW1_5758192816;red
EUW1_5758195056;blue
EUW1_5758196591;blue
EUW1_5758202397;blue
EUW1_5758203629;red
EUW1_5758210721;blue
EUW1_5758212207;red
EUW1_5758214011;red
EUW1_5758215870;blue
EUW1_5758223665;blue
EUW1_5758233872;red
EUW1_5758235036;red
EUW1_5758242779;blue
EUW1_5758246110;blue
EUW1_5758256153;blue
EUW1_5758271682;blue
EUW1_5758273026;red
EUW1_5758274282;red
EUW1_5758293642;red
EUW1_5758294242;blue
EUW1_5758298506;blue
EUW1_5758300125;red
EUW1_5758307085;blue
EUW1_5758307983;red
EUW1_5758334354;red
